location_code,sample_type,sample_location,sampling_freq,sampling_date,isotope_name,value,units,graph_value,comment
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",MONTHLY,2009-12-23,STRONTIUM-89,<6,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",MONTHLY,2010-01-29,STRONTIUM-89,<5,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",MONTHLY,2010-02-26,STRONTIUM-89,<5,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",MONTHLY,2010-03-26,STRONTIUM-89,<6,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",MONTHLY,2010-04-30,STRONTIUM-89,<5,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",MONTHLY,2010-05-28,STRONTIUM-89,<7,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",MONTHLY,2010-07-02,STRONTIUM-89,<7,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",MONTHLY,2010-07-30,STRONTIUM-89,<7,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",MONTHLY,2010-08-27,STRONTIUM-89,<7,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",MONTHLY,2010-09-24,STRONTIUM-89,<5,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",MONTHLY,2010-10-29,STRONTIUM-89,<6,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",MONTHLY,2010-11-26,STRONTIUM-89,<4,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",MONTHLY,2009-12-23,STRONTIUM-90,<0.6,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",MONTHLY,2010-01-29,STRONTIUM-90,<0.6,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",MONTHLY,2010-02-26,STRONTIUM-90,<0.6,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",MONTHLY,2010-03-26,STRONTIUM-90,<0.8,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",MONTHLY,2010-04-30,STRONTIUM-90,<0.6,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",MONTHLY,2010-05-28,STRONTIUM-90,<0.6,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",MONTHLY,2010-07-02,STRONTIUM-90,<0.6,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",MONTHLY,2010-07-30,STRONTIUM-90,<0.6,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",MONTHLY,2010-08-27,STRONTIUM-90,<0.5,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",MONTHLY,2010-09-24,STRONTIUM-90,<0.5,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",MONTHLY,2010-10-29,STRONTIUM-90,<0.6,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",MONTHLY,2010-11-26,STRONTIUM-90,<0.6,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-01-08,TRITIUM (HTO),<100,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-01-15,TRITIUM (HTO),<90,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-01-22,TRITIUM (HTO),<100,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-01-29,TRITIUM (HTO),<70,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-02-05,TRITIUM (HTO),<70,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-02-12,TRITIUM (HTO),<70,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-02-19,TRITIUM (HTO),<60,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-02-26,TRITIUM (HTO),<60,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-03-05,TRITIUM (HTO),<60,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-03-12,TRITIUM (HTO),<60,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-03-19,TRITIUM (HTO),70+/-60,pCi/L,70,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-03-26,TRITIUM (HTO),<90,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-04-02,TRITIUM (HTO),<60,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-04-09,TRITIUM (HTO),<60,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-04-16,TRITIUM (HTO),<50,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-04-23,TRITIUM (HTO),<50,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-04-30,TRITIUM (HTO),<60,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-05-07,TRITIUM (HTO),<70,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-05-14,TRITIUM (HTO),<80,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-05-21,TRITIUM (HTO),<80,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-05-28,TRITIUM (HTO),<100,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-06-04,TRITIUM (HTO),<70,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-06-11,TRITIUM (HTO),<100,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-06-18,TRITIUM (HTO),<100,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-06-25,TRITIUM (HTO),<100,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-07-02,TRITIUM (HTO),<100,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-07-09,TRITIUM (HTO),<160,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-07-16,TRITIUM (HTO),<160,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-07-23,TRITIUM (HTO),<150,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-07-30,TRITIUM (HTO),<150,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-08-06,TRITIUM (HTO),<140,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-08-13,TRITIUM (HTO),<140,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-08-20,TRITIUM (HTO),<140,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-08-27,TRITIUM (HTO),<140,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-09-03,TRITIUM (HTO),<110,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-09-10,TRITIUM (HTO),<110,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-09-17,TRITIUM (HTO),<110,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-09-24,TRITIUM (HTO),100+/-80,pCi/L,100,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-10-01,TRITIUM (HTO),<90,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-10-08,TRITIUM (HTO),<90,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-10-15,TRITIUM (HTO),<80,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-10-22,TRITIUM (HTO),<70,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-10-29,TRITIUM (HTO),<80,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-11-05,TRITIUM (HTO),<80,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-11-12,TRITIUM (HTO),<90,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-11-19,TRITIUM (HTO),<90,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-11-26,TRITIUM (HTO),<90,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-12-06,TRITIUM (HTO),<90,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-12-10,TRITIUM (HTO),<90,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-12-17,TRITIUM (HTO),160+/-90,pCi/L,160,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-12-24,TRITIUM (HTO),130+/-90,pCi/L,130,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-01-08,ZIRCONIUM-95,<5,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-01-15,ZIRCONIUM-95,<3,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-01-22,ZIRCONIUM-95,<5,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-01-29,ZIRCONIUM-95,<5,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-02-05,ZIRCONIUM-95,<5,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-02-12,ZIRCONIUM-95,<5,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-02-19,ZIRCONIUM-95,<3,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-02-26,ZIRCONIUM-95,<5,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-03-05,ZIRCONIUM-95,<4,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-03-12,ZIRCONIUM-95,<4,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-03-19,ZIRCONIUM-95,<4,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-03-26,ZIRCONIUM-95,<3,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-04-02,ZIRCONIUM-95,<4,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-04-09,ZIRCONIUM-95,<4,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-04-16,ZIRCONIUM-95,<4,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-04-23,ZIRCONIUM-95,<4,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-04-30,ZIRCONIUM-95,<4,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-05-07,ZIRCONIUM-95,<4,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-05-14,ZIRCONIUM-95,<3,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-05-21,ZIRCONIUM-95,<4,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-05-28,ZIRCONIUM-95,<6,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-06-04,ZIRCONIUM-95,<3,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-06-11,ZIRCONIUM-95,<4,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-06-18,ZIRCONIUM-95,<4,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-06-25,ZIRCONIUM-95,<3,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-07-02,ZIRCONIUM-95,<6,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-07-09,ZIRCONIUM-95,<3,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-07-16,ZIRCONIUM-95,<4,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-07-23,ZIRCONIUM-95,<4,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-07-30,ZIRCONIUM-95,<6,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-08-06,ZIRCONIUM-95,<6,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-08-13,ZIRCONIUM-95,<4,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-08-20,ZIRCONIUM-95,<7,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-08-27,ZIRCONIUM-95,<5,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-09-03,ZIRCONIUM-95,<5,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-09-10,ZIRCONIUM-95,<4,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-09-17,ZIRCONIUM-95,<4,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-09-24,ZIRCONIUM-95,<4,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-10-01,ZIRCONIUM-95,<3,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-10-08,ZIRCONIUM-95,<3,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-10-15,ZIRCONIUM-95,<6,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-10-22,ZIRCONIUM-95,<1.9,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-10-29,ZIRCONIUM-95,<2,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-11-05,ZIRCONIUM-95,<4,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-11-12,ZIRCONIUM-95,<5,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-11-19,ZIRCONIUM-95,<1.7,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-11-26,ZIRCONIUM-95,<1.6,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-12-06,ZIRCONIUM-95,<2,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-12-10,ZIRCONIUM-95,<1.8,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-12-17,ZIRCONIUM-95,<5,pCi/L,0,
0101-001,WATER,"ALBANY, EMPIRE STATE PLAZA",WEEKLY,2010-12-24,ZIRCONIUM-95,<2,pCi/L,0,
0101-002,AIR,ALBANY: ROOF - ALBANY CO. HEALTH DEPT.,QUARTERLY,2009-12-31,BERYLLIUM-7,76+/-12,pCi/1000M3,76,
0101-002,AIR,ALBANY: ROOF - ALBANY CO. HEALTH DEPT.,QUARTERLY,2010-03-26,BERYLLIUM-7,92+/-18,pCi/1000M3,92,
0101-002,AIR,ALBANY: ROOF - ALBANY CO. HEALTH DEPT.,QUARTERLY,2010-06-24,BERYLLIUM-7,120+/-20,pCi/1000M3,120,
0101-002,AIR,ALBANY: ROOF - ALBANY CO. HEALTH DEPT.,QUARTERLY,2010-09-23,BERYLLIUM-7,111+/-9,pCi/1000M3,111,
0101-002,AIR,ALBANY: ROOF - ALBANY CO. HEALTH DEPT.,QUARTERLY,2009-12-31,CESIUM-134,<0.09,pCi/1000M3,0,
0101-002,AIR,ALBANY: ROOF - ALBANY CO. HEALTH DEPT.,QUARTERLY,2010-03-26,CESIUM-134,<0.11,pCi/1000M3,0,
0101-002,AIR,ALBANY: ROOF - ALBANY CO. HEALTH DEPT.,QUARTERLY,2010-06-24,CESIUM-134,<0.11,pCi/1000M3,0,
0101-002,AIR,ALBANY: ROOF - ALBANY CO. HEALTH DEPT.,QUARTERLY,2010-09-23,CESIUM-134,<0.05,pCi/1000M3,0,
0101-002,AIR,ALBANY: ROOF - ALBANY CO. HEALTH DEPT.,QUARTERLY,2009-12-31,CESIUM-137,<0.09,pCi/1000M3,0,
0101-002,AIR,ALBANY: ROOF - ALBANY CO. HEALTH DEPT.,QUARTERLY,2010-03-26,CESIUM-137,<0.11,pCi/1000M3,0,
0101-002,AIR,ALBANY: ROOF - ALBANY CO. HEALTH DEPT.,QUARTERLY,2010-06-24,CESIUM-137,<0.11,pCi/1000M3,0,
0101-002,AIR,ALBANY: ROOF - ALBANY CO. HEALTH DEPT.,QUARTERLY,2010-09-23,CESIUM-137,<0.06,pCi/1000M3,0,
0101-002,AIR,ALBANY: ROOF - ALBANY CO. HEALTH DEPT.,WEEKLY,2009-12-31,GROSS BETA,11.6+/-1.4,pCi/1000M3,11.6,
0101-002,AIR,ALBANY: ROOF - ALBANY CO. HEALTH DEPT.,WEEKLY,2010-01-07,GROSS BETA,9.2+/-1.3,pCi/1000M3,9.2,
0101-002,AIR,ALBANY: ROOF - ALBANY CO. HEALTH DEPT.,WEEKLY,2010-01-14,GROSS BETA,12.3+/-1.5,pCi/1000M3,12.3,
0101-002,AIR,ALBANY: ROOF - ALBANY CO. HEALTH DEPT.,WEEKLY,2010-01-22,GROSS BETA,21+/-2,pCi/1000M3,21,
0101-002,AIR,ALBANY: ROOF - ALBANY CO. HEALTH DEPT.,WEEKLY,2010-01-28,GROSS BETA,13.3+/-1.7,pCi/1000M3,13.3,
0101-002,AIR,ALBANY: ROOF - ALBANY CO. HEALTH DEPT.,WEEKLY,2010-02-04,GROSS BETA,13.4+/-1.6,pCi/1000M3,13.4,
0101-002,AIR,ALBANY: ROOF - ALBANY CO. HEALTH DEPT.,WEEKLY,2010-02-11,GROSS BETA,9.4+/-1.3,pCi/1000M3,9.4,
0101-002,AIR,ALBANY: ROOF - ALBANY CO. HEALTH DEPT.,WEEKLY,2010-02-18,GROSS BETA,7.3+/-1.1,pCi/1000M3,7.3,
0101-002,AIR,ALBANY: ROOF - ALBANY CO. HEALTH DEPT.,WEEKLY,2010-02-26,GROSS BETA,3.4+/-0.8,pCi/1000M3,3.4,
0101-002,AIR,ALBANY: ROOF - ALBANY CO. HEALTH DEPT.,WEEKLY,2010-03-04,GROSS BETA,3.7+/-0.9,pCi/1000M3,3.7,
0101-002,AIR,ALBANY: ROOF - ALBANY CO. HEALTH DEPT.,WEEKLY,2010-03-12,GROSS BETA,15.7+/-1.7,pCi/1000M3,15.7,
0101-002,AIR,ALBANY: ROOF - ALBANY CO. HEALTH DEPT.,WEEKLY,2010-03-18,GROSS BETA,9.8+/-1.4,pCi/1000M3,9.8,
0101-002,AIR,ALBANY: ROOF - ALBANY CO. HEALTH DEPT.,WEEKLY,2010-03-26,GROSS BETA,11.2+/-1.3,pCi/1000M3,11.2,
0101-002,AIR,ALBANY: ROOF - ALBANY CO. HEALTH DEPT.,WEEKLY,2010-04-02,GROSS BETA,6.6+/-1.1,pCi/1000M3,6.6,
0101-002,AIR,ALBANY: ROOF - ALBANY CO. HEALTH DEPT.,WEEKLY,2010-04-08,GROSS BETA,12.3+/-1.6,pCi/1000M3,12.3,
0101-002,AIR,ALBANY: ROOF - ALBANY CO. HEALTH DEPT.,WEEKLY,2010-04-15,GROSS BETA,9.1+/-1.3,pCi/1000M3,9.1,
0101-002,AIR,ALBANY: ROOF - ALBANY CO. HEALTH DEPT.,WEEKLY,2010-04-22,GROSS BETA,8.6+/-1.2,pCi/1000M3,8.6,
0101-002,AIR,ALBANY: ROOF - ALBANY CO. HEALTH DEPT.,WEEKLY,2010-04-29,GROSS BETA,7.1+/-1.1,pCi/1000M3,7.1,
0101-002,AIR,ALBANY: ROOF - ALBANY CO. HEALTH DEPT.,WEEKLY,2010-05-07,GROSS BETA,11.6+/-1.4,pCi/1000M3,11.6,
0101-002,AIR,ALBANY: ROOF - ALBANY CO. HEALTH DEPT.,WEEKLY,2010-05-13,GROSS BETA,6.6+/-1.2,pCi/1000M3,6.6,
0101-002,AIR,ALBANY: ROOF - ALBANY CO. HEALTH DEPT.,WEEKLY,2010-05-20,GROSS BETA,7.8+/-1.2,pCi/1000M3,7.8,
0101-002,AIR,ALBANY: ROOF - ALBANY CO. HEALTH DEPT.,WEEKLY,2010-05-28,GROSS BETA,9.7+/-1.3,pCi/1000M3,9.7,
0101-002,AIR,ALBANY: ROOF - ALBANY CO. HEALTH DEPT.,WEEKLY,2010-06-03,GROSS BETA,11.3+/-1.6,pCi/1000M3,11.3,
0101-002,AIR,ALBANY: ROOF - ALBANY CO. HEALTH DEPT.,WEEKLY,2010-06-10,GROSS BETA,7.5+/-1.2,pCi/1000M3,7.5,
0101-002,AIR,ALBANY: ROOF - ALBANY CO. HEALTH DEPT.,WEEKLY,2010-06-17,GROSS BETA,6.6+/-1.1,pCi/1000M3,6.6,
0101-002,AIR,ALBANY: ROOF - ALBANY CO. HEALTH DEPT.,WEEKLY,2010-06-24,GROSS BETA,10.4+/-1.4,pCi/1000M3,10.4,
0101-002,AIR,ALBANY: ROOF - ALBANY CO. HEALTH DEPT.,WEEKLY,2010-07-01,GROSS BETA,10.8+/-1.4,pCi/1000M3,10.8,
0101-002,AIR,ALBANY: ROOF - ALBANY CO. HEALTH DEPT.,WEEKLY,2010-07-08,GROSS BETA,18+/-2,pCi/1000M3,18,
0101-002,AIR,ALBANY: ROOF - ALBANY CO. HEALTH DEPT.,WEEKLY,2010-07-15,GROSS BETA,14.1+/-1.7,pCi/1000M3,14.1,
0101-002,AIR,ALBANY: ROOF - ALBANY CO. HEALTH DEPT.,WEEKLY,2010-07-22,GROSS BETA,13.7+/-1.6,pCi/1000M3,13.7,
0101-002,AIR,ALBANY: ROOF - ALBANY CO. HEALTH DEPT.,WEEKLY,2010-07-30,GROSS BETA,10.9+/-1.4,pCi/1000M3,10.9,
0101-002,AIR,ALBANY: ROOF - ALBANY CO. HEALTH DEPT.,WEEKLY,2010-08-05,GROSS BETA,12.9+/-1.7,pCi/1000M3,12.9,
0101-002,AIR,ALBANY: ROOF - ALBANY CO. HEALTH DEPT.,WEEKLY,2010-08-13,GROSS BETA,12.4+/-1.5,pCi/1000M3,12.4,
0101-002,AIR,ALBANY: ROOF - ALBANY CO. HEALTH DEPT.,WEEKLY,2010-08-19,GROSS BETA,11.4+/-1.6,pCi/1000M3,11.4,
0101-002,AIR,ALBANY: ROOF - ALBANY CO. HEALTH DEPT.,WEEKLY,2010-08-26,GROSS BETA,9.9+/-1.3,pCi/1000M3,9.9,
0101-002,AIR,ALBANY: ROOF - ALBANY CO. HEALTH DEPT.,WEEKLY,2010-09-03,GROSS BETA,15+/-1.6,pCi/1000M3,15,
0101-002,AIR,ALBANY: ROOF - ALBANY CO. HEALTH DEPT.,WEEKLY,2010-09-09,GROSS BETA,10.8+/-1.5,pCi/1000M3,10.8,
0101-002,AIR,ALBANY: ROOF - ALBANY CO. HEALTH DEPT.,WEEKLY,2010-09-16,GROSS BETA,6.4+/-1.1,pCi/1000M3,6.4,
0101-002,AIR,ALBANY: ROOF - ALBANY CO. HEALTH DEPT.,WEEKLY,2010-09-23,GROSS BETA,11.6+/-1.5,pCi/1000M3,11.6,
0101-002,AIR,ALBANY: ROOF - ALBANY CO. HEALTH DEPT.,WEEKLY,2010-10-04,GROSS BETA,8+/-1,pCi/1000M3,8,
0101-002,AIR,ALBANY: ROOF - ALBANY CO. HEALTH DEPT.,WEEKLY,2010-10-07,GROSS BETA,5.5+/-1.6,pCi/1000M3,5.5,
0101-002,AIR,ALBANY: ROOF - ALBANY CO. HEALTH DEPT.,WEEKLY,2010-10-15,GROSS BETA,6.5+/-1.2,pCi/1000M3,6.5,
0101-002,AIR,ALBANY: ROOF - ALBANY CO. HEALTH DEPT.,WEEKLY,2010-10-21,GROSS BETA,7.7+/-1.4,pCi/1000M3,7.7,
0101-002,AIR,ALBANY: ROOF - ALBANY CO. HEALTH DEPT.,WEEKLY,2010-10-25,GROSS BETA,9.3+/-1.9,pCi/1000M3,9.3,
0101-002,AIR,ALBANY: ROOF - ALBANY CO. HEALTH DEPT.,WEEKLY,2010-10-28,GROSS BETA,12+/-3,pCi/1000M3,12,
0101-002,AIR,ALBANY: ROOF - ALBANY CO. HEALTH DEPT.,WEEKLY,2010-11-05,GROSS BETA,4.7+/-0.9,pCi/1000M3,4.7,
0101-002,AIR,ALBANY: ROOF - ALBANY CO. HEALTH DEPT.,WEEKLY,2010-11-15,GROSS BETA,7.6+/-1,pCi/1000M3,7.6,
0101-002,AIR,ALBANY: ROOF - ALBANY CO. HEALTH DEPT.,WEEKLY,2010-11-19,GROSS BETA,14+/-2,pCi/1000M3,14,
0101-002,AIR,ALBANY: ROOF - ALBANY CO. HEALTH DEPT.,WEEKLY,2010-11-24,GROSS BETA,17+/-2,pCi/1000M3,17,
0101-002,AIR,ALBANY: ROOF - ALBANY CO. HEALTH DEPT.,WEEKLY,2010-12-03,GROSS BETA,9.8+/-1.1,pCi/1000M3,9.8,
0101-002,AIR,ALBANY: ROOF - ALBANY CO. HEALTH DEPT.,WEEKLY,2010-12-09,GROSS BETA,5.2+/-1,pCi/1000M3,5.2,
